Unnamed: 0,Question,A,B,C,D,Answer,Subject,Macrodomain
359,"Um fazendeiro é o proprietário de uma fazenda situada no topo de uma montanha. Abaixo do rancho há uma fazenda de 40 acres que pertence a um fazendeiro. Há um riacho, que é um curso de água não navegável, que se origina no topo da montanha e desce até o vale abaixo. Tanto o rancho quanto a fazenda estão dentro da bacia hidrográfica do riacho. Quando o fazendeiro comprou a fazenda em 1974, ele passou a pegar água do riacho e a usá-la para irrigar a metade sul de sua propriedade, que ele usa como fazenda. Antes de 1974, a metade sul da fazenda havia sido desmatada e cultivada, e a metade norte permanecia arborizada e sem uso, exceto por uma caminhada ocasional ou coleta de madeira para uso como combustível doméstico.  O fazendeiro continuou com esse padrão de uso estabelecido. Agora (janeiro de 2010), ele ainda está captando água do riacho e usando-a para irrigar a metade sul da fazenda. Em 2008, o fazendeiro construiu uma casa no rancho e começou a captar água do riacho para fins domésticos. Naquele ano, houve chuvas fortes, o que fez com que o riacho descesse a montanha em um nível alto de água. Mas, no ano seguinte, houve uma seca. Consequentemente, o riacho fluiu em um nível muito baixo. Assim sendo, só havia água suficiente para irrigar as terras do fazendeiro ou, se não fosse isso, para suprir todas as necessidades domésticas de água do fazendeiro e um quarto das necessidades de irrigação do fazendeiro. A montanha está localizada em uma jurisdição onde o prazo prescricional é de 15 anos. Como o riacho ainda está fluindo em um nível muito baixo, e o fazendeiro continua a pegar água para suas necessidades pessoais, não há água suficiente para irrigar a fazenda. Consequentemente, o fazendeiro move a ação adequada para declarar que seus direitos sobre a água do riacho são superiores aos do fazendeiro. Além disso, o fazendeiro pede que o fluxo total do riacho passe para ele, independentemente do efeito que isso possa ter sobre o fazendeiro. Se esse estado seguir a doutrina da apropriação anterior, a decisão será procedente para quem?","O fazendeiro, porque como proprietário de terras a montante, ele teria direitos superiores à água do que um proprietário do sentido da descida do rio.","O fazendeiro, porque o uso doméstico é superior e protegido contra o uso agrícola.","O fazendeiro, pois ele obteve uma servidão por prescrição para retirar a quantidade de água que precisasse.","O fazendeiro, porque ele colocou a água em um uso benéfico antes do uso do fazendeiro e tem usado a água continuamente.",D,professional_law,"Law, Governance, and Ethics"
12,"Segundo Malinowski, os habitantes das ilhas Trobriand organizaram sua sociedade em torno de que conceito?",Conflito.,Amor.,Guerra.,Reciprocidade.,D,jurisprudence,"Law, Governance, and Ethics"
391,A cliente acha que foi vítima de difamação oral. Qual das seguintes afirmações não é verdadeira sobre difamação?,Trata-se de difamação por meio oral. ,"É preciso que o requerente prove danos quantificáveis, a menos que se trate de difamação per se. ",A declaração não precisa ser publicada se constituir difamação per se.,Há quatro categorias de difamação per se. ,C,professional_law,"Law, Governance, and Ethics"
551,"Em uma acusação contra um réu por recepção de bens roubados, o informante testemunhou que o réu vendeu um aparelho de som roubado a ele, que o réu sabia ter sido roubado. Durante o interrogatório direto, o informante declarou que estava desempregado, mas às vezes trabalhava meio período como professor substituto. No interrogatório cruzado, o advogado do réu perguntou ao informante se ele havia protocolado um requerimento recentemente para se tornar policial. O informante respondeu afirmativamente. O advogado do réu então fez ao informante a seguinte pergunta: “Não é verdade que você espera que, agindo como agente disfarçado, o departamento de polícia ignore o fato de que você teve duas condenações por contravenção por porte de maconha?” O promotor imediatamente se opôs. O juiz de primeira instância deve decidir que o interrogatório do advogado do réu sobre as esperanças do informante e as condenações por contravenção é","impróprio, como prova de conduta não relacionada à veracidade.","impróprio, no que se refere a condenações por crimes não puníveis com pena de prisão superior a um ano.","adequado, pois tende a mostrar que não se pode confiar na veracidade do testemunho do informante.","adequado, pois é relevante para a possível parcialidade do informante.",D,professional_law,"Law, Governance, and Ethics"
736,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Cortei os tomates antes de colocar no hambúrguer e servir ao cliente. Cenário 2 | Derrubei uma pedra de uma antiga pedreira.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
791,"Uma tarde, uma mulher estava almoçando com o seu patrão quando este se ausentou para ir à casa de banho. Quando a patroa se levantou para sair da mesa, a sua carteira caiu do bolso para o chão. O patrão não notou o ocorrido e dirigiu-se ao banheiro. A mulher, no entanto, viu a carteira cair. Com a intenção de a roubar, a mulher pegou na carteira e colocou-a no seu bolso. Antes de o patrão regressar à mesa, a mulher mudou de ideia e decidiu devolver a carteira. Assim, a mulher contou à patroa o que tinha acontecido e entregou-lhe a carteira quando esta regressou do banheiro. A mulher será condenada por qual crime, se houver?",Nenhum crime. ,Furto. ,Apropriação indébita.,Falsos pretextos.,B,professional_law,"Law, Governance, and Ethics"
855,"Um homem sequestrou uma vítima no estado A e transportou a vítima através da fronteira do estado para o estado B. Esses atos violaram as leis de sequestro de ambos os estados, as quais são idênticas. Um júri condenou o homem em um tribunal do estado A, mas o juiz de primeira instância proferiu o que os procuradores do estado B consideraram uma sentença indevidamente branda. O procurador do estado B ajuizou então um processo de sequestro contra o homem por violar a lei de sequestro do estado B. O advogado do homem apresentou um pedido no estado B para rejeitar a acusação com base na proteção contra dupla penalidade em um segundo processo pelo mesmo ato de sequestro do homem. A justiça deve deferir o pedido de rejeição?","Não, pois a proteção contra dupla penalidade apenas proíbe um segundo processo após a absolvição pelo mesmo crime.","Não, pois a conduta do homem violou as leis de dois estados diferentes, e cada um tem o direito de fazer cumprir as suas leis.","Sim, pois a proteção contra dupla penalidade proíbe um segundo processo após uma condenação pelo mesmo crime.","Sim, pois o governo está colateralmente impedido, no âmbito da proteção contra dupla penalidade, de processar um réu pela segunda vez pela mesma conduta que levou a uma condenação anterior.",B,professional_law,"Law, Governance, and Ethics"
1057,"Um homem era o proprietário de um hotel recém-construído em uma cidade. No dia 15 de março, o homem recebeu uma chamada telefônica de um vendedor que era distribuidor de equipamentos para hotéis. O vendedor se ofereceu para vender ao homem 1.000 extintores de incêndio para seu hotel, dizendo-lhe que o custo dos extintores de incêndio seria de US$ 35.000,00 (ou US$ 35,00 cada), a serem pagos 90 dias após a entrega. O vendedor prometeu que os extintores seriam instalados no máximo até 15 de abril. No dia 16 de março, o homem ligou para o vendedor e aceitou a oferta. No dia seguinte, o homem enviou o seguinte memorando ao vendedor: ""Informamos que aceitarei um desconto de 15% para pagamento à vista sete dias após a instalação"". O vendedor recebeu a correspondência do homem no dia 20 de março. No dia 1º de abril, o vendedor enviou um telegrama ao homem, que dizia: ""Está claro que não fizemos nenhum contrato. Assim sendo, não entregarei os extintores de incêndio no dia 15 de abril nem em nenhuma outra data."" O homem entra com uma ação em face do vendedor por descumprimento contratual. O vendedor alega como defesa o requisito legal de forma escrita do Código Civil Uniforme. Qual das afirmações a seguir é a mais precisa com relação às defesas do vendedor?","A defesa do vendedor é válida, pois o memorando do homem não foi suficiente para indicar a formalização de um contrato.","A defesa do vendedor é válida, pois o memorando do homem era inconsistente com os termos da proposta oral do vendedor.","A defesa do vendedor não é válida, pois o vendedor não respondeu ao memorando do homem em tempo hábil. ","A defesa do vendedor não é válida, pois, de acordo com o Código Civil Uniforme, não se aplica o requisito legal de forma escrita em contratos entre comerciantes.",A,professional_law,"Law, Governance, and Ethics"
147,"Pouco depois de terminar o relacionamento com o réu, uma mulher começou a namorar a vítima. O réu, que ainda amava a mulher, odiava a vítima. Durante um fim de semana prolongado, a mulher e a vítima combinaram de acampar em um parque federal. O réu e um amigo decidiram espancar a vítima durante esse acampamento. Foram para a área de camping onde estavam a mulher e vítima, mas não encontraram o casal, que estava escondido entre as árvores. Logo depois, o réu foi preso e indiciado por conspiração para cometer agressão em um parque federal. Em juízo, o réu depôs dizendo que ele não sabia que estava em um parque federal. Além disso, disse que, se soubesse, nunca teria planejado o crime. Caso o júri acredite no réu, este deverá ser","condenado, pois as leis de conspiração federais não exigem consciência plena de requisitos jurisdicionais.","condenado, pois as leis de conspiração federais exigem apenas intenção de cometer ato ilícito, mas não exigem conhecimento das circunstâncias contextuais.","absolvido, pois ele não tinha intenção específica de cometer o crime de agressão em um parque federal.","absolvido, pois ele não planejou cometer um crime em um parque federal.",A,professional_law,"Law, Governance, and Ethics"
435,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Envenenei a erva daninha. Cenário 2 | Embarquei no submarino porque sabia que poderia infectar a tripulação.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,moral_scenarios,"Law, Governance, and Ethics"
