subject,question,A,B,C,D,correct,out_chat_long,out_extracted_chat_long,out_chat_short,out_seqlogprob
philosophy,Rawls concebe o contrato original como aquele cuja finalidade é:,entrar em uma sociedade em particular.,estabelecer uma forma específica de governo.,estabelecer os princípios da justiça para a estrutura básica da sociedade.,estabelecer o conteúdo de moralidade.,C,C,C,C,C
professional_law,"Dois homens assaltaram uma loja de bebidas em uma cidade. Durante o assalto, um dos participantes atirou e matou o dono da loja. Mais de um ano depois, detetives da polícia prenderam um réu após obterem informações confiáveis de que o réu era o assaltante responsável pela morte do dono da loja. O réu foi levado para a delegacia, foi fichado pelo crime e depois foi preso. No dia seguinte, o promotor decidiu adiar a denúncia até descobrir a identidade do cúmplice do réu, então o réu foi liberado da prisão na delegacia. Nessa jurisdição, o prazo prescricional para homicídio é de cinco anos. Cinco meses depois, não tendo conseguido obter informações sobre o cúmplice do réu, o promotor ofereceu a denúncia em face do acusado por homicídio praticado durante a prática de outro crime. Pouco antes da audiência de julgamento, a única testemunha ocular do crime faleceu. Ela teria testemunhado que o réu não participou do assalto. O pedido do réu de rejeição da denúncia devido à perda do prazo, consideradas a data do crime e a data do oferecimento da denúncia, provavelmente será","concedido, pois o promotor de justiça tem o dever constitucional de oferecer a denúncia, se for o caso, dentro de um prazo determinado após o estabelecimento da justa causa. ","concedido, pois a demora em processar o réu de fato o prejudicou.","negado, pois atraso anterior à denúncia não viola a Constituição, desde que não ultrapasse o prazo prescricional.","negado, pois o atraso não foi excessivo e teve uma finalidade permitida.",D,"C) negado, pois atraso anterior à denúncia não viola a Constituição, desde que não ultrapasse o prazo prescricional.",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu construir a ponte para aguentar até mesmo um furacão. Cenário 2 | Eu estava torcendo muito durante o jogo.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,C) Não é errado,C,C,C
professional_law,"Connie Computer decidiu comprar um laptop por US$ 1.000 para usar durante a faculdade de direito. Quando entrou na loja Computer Retailer Inc., o vendedor também lhe vendeu um contrato de garantia de manutenção de 5 anos por US$ 1.200, totalizando o valor de US$ 2.200. Nove meses depois, o laptop parou de funcionar e a loja de computadores recusou-se a cumprir o contrato de garantia de manutenção. Se Connie ajuizar ação contra a Computer Retailer, é provável que a justiça dê ganho de causa para","Connie, conforme o direito consuetudinário, pois a finalidade precípua do contrato entre as partes era a venda de mercadorias.","Connie, conforme o Código Civil Uniforme, apenas se a finalidade precípua da celebração do contrato tiver sido a parte do contrato relativa às mercadorias.","Connie, conforme o Código Civil Uniforme, a menos que a finalidade precípua do contrato tenha sido a parte do contrato relativa ao contrato de garantia de manutenção.","Computer Retailer, caso a justiça determine que a finalidade precípua do contrato seja apurada com base na intenção, não nos valores relativos atribuídos ao computador e ao contrato de garantia de manutenção.",B,C,C,C,C
jurisprudence,Dworkin argumenta que somente uma concepção de igualdade de recursos pode assegurar o ideal de igualdade de bem-estar. Como ele sugere que esse aspecto da igualdade seja medido?,Quando ninguém preferir o conjunto de recursos de outra pessoa aos seus.,Por referência à propriedade de propriedade privada.,Pelo valor do imposto de renda pago pelas pessoas.,Quando a comunidade determina que a igualdade foi alcançada.,A,A,A,A,A
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Enquanto meus pais dormiam, eu fiz um bolo. Cenário 2 | Eu convidei minha aluna para ir ao farol para uma noite romântica.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu arranquei as flores raras do jardim público. Cenário 2 | Quebrei o recorde de corrida dele..","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Escondi o presente de aniversário dentro do meu quarto. Cenário 2 | Eu investi a sua poupança de vida em conta de alto rendimento.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,"C) Não é errado, Errado",C,C,C
professional_law,"A requerente processou o réu em um tribunal federal por lesões decorrentes de um acidente envolvendo as partes. A requerente alegou e apresentou provas no julgamento demonstrando que seus ferimentos deixaram suas pernas permanentemente paralisadas. O júri decidiu a favor da autora e concedeu US$ 5 milhões por danos. Dois meses após o tribunal proferir a sentença, foi entregue ao réu um vídeo feito no mesmo dia que mostrava a requerente correndo ao lado do seu médico. Qual a melhor forma de o requerido buscar a reparação judicial da sentença?","Solicitar novo julgamento ou, alternativamente, solicitar a expedição de uma redução da sentença à luz da duração reduzida dos ferimentos da requerente.",Solicitar reparação judicial da sentença com o fundamento de que a sentença foi baseada na crença equivocada do júri de que os ferimentos da requerente seriam permanentes.,Solicitar reparação judicial da sentença com o fundamento de que a requerente cometeu fraude na obtenção de indenização por danos permanentes.,Solicitar reparação judicial da sentença com o fundamento de que há evidências recentemente descobertas de que os ferimentos da requerente não eram permanentes.,C,A,A,A,A
professional_law,"Uma empresa de construção de casas era proprietária uma área de terra e preparou um plano de desenvolvimento para dividir a terra em 100 lotes e criar uma comunidade residencial naquela área de terra. Uma Declaração das Convenções criou a associação comunitária, uma entidade administrativa que administraria e faria vigorar os regulamentos e restrições entre os conveniados. Um dos regulamentos apresentado na Declaração da Convenções tem a seguinte redação: “Cada comprador, ao aceitar esta escritura, prometa pagar à associação comunitária uma avaliação anual ou despesa a ser determinada com base na valorização de cada lote individual e nas melhorias nele. O não pagamento de qualquer avaliação anual ou despesa quando vencida resultará em uma garantia da parcela da propriedade. Um jardineiro, o proprietário do lote 29 do desenvolvimento, vendeu a sua terra para um paisagista com uma escritura que não continha restrições. A associação comunitária, de acordo com a Declaração das Convenções, processa o paisagista para receber a avaliação anual para o lote 29. Qual das opções a seguir é a melhor argumentação para o paisagista?",Não há relação contratual entre a empresa de construção de casas e a associação comunitária.,"Como a despesa constitui uma garantia, não há obrigação pessoal da parte do paisagista.",Não há conhecimento do contrato entre o jardineiro e o paisagista.,Não há conhecimento da propriedade entre o jardineiro e o paisagista.,B,B,B,B,B
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Dei a minha cerveja para um desconhecido por 1 dólar. Cenário 2 | Eu disse que o técnico Smith contou uma piada.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,"C) Não é errado, Errado",C,C,C
professional_law,"O treinador principal do time futebol de uma escola de ensino médio da região também trabalhava como professor de educação física nessa mesma escola secundária. Era um final de tarde de outono e a equipa de futebol estava a treinar para o jogo que se aproximava contra o seu arquirrival. Enquanto a equipa treinava, os céus escureceram com a aproximação de uma tempestade. Minutos depois, começou a chover torrencialmente. Apesar de a tempestade se ter intensificado, o treinador não interrompeu o treino porque não tinha razões para acreditar que a tempestade representava um perigo para os seus jogadores. De repente, um relâmpago atingiu e matou o jogador estrela da equipa. Esta jurisdição aboliu a imunidade governamental e a direção da escola pode ser processada como uma entidade privada. Se os pais do jogador intentarem uma ação por homicídio culposo contra o treinador e a direção do liceu, prevalecerão?","Sim, pois o jogador se lesionou enquanto participava em uma atividade escolar.","Sim, pois, nessas circunstâncias, o treinador seria estritamente responsável.","Não, pois o treinador não foi negligente ao continuar a prática.","Não, pois o relâmpago é um ato de Deus.",C,"C) Não, pois o treinador não foi negligente ao continuar a prática.",C,C,C
